('algorithm', 'MR')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.3)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5663
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5764
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.5087
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7640
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4413
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7232
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5039
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6829
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5385
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6059
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6777
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5380
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.5175
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8244
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.5964
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5407
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8215
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8650
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8329
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7807
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.4475
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8541
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.6967
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8456
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7159
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4552
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.9119
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5235
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7595
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.5883
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5378
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5548
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7507
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5691
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.7269
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8568
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5984
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4984
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6609
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.7626
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8651
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5379
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6797
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5934
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5267
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.6209
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.8184
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.4917
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8476
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8185
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7401
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5636
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5304
Round 0 global test acc  38.1959
Round 0 Fscore 

[]
Round 1 global test acc  63.7526
Round 1 Fscore 

[]
Round 2 global test acc  74.5361
Round 2 Fscore 

[]
Round 3 global test acc  79.8866
Round 3 Fscore 

[]
Round 4 global test acc  78.2474
Round 4 Fscore 

[]
Round 5 global test acc  74.2165
Round 5 Fscore 

[]
Round 6 global test acc  87.0928
Round 6 Fscore 

[]
Round 7 global test acc  86.6598
Round 7 Fscore 

[]
Round 8 global test acc  86.2062
Round 8 Fscore 

[]
Round 9 global test acc  84.3814
Round 9 Fscore 

[]
Round 10 global test acc  88.0515
Round 10 Fscore 

[]
Round 11 global test acc  83.7835
Round 11 Fscore 

[]
Round 12 global test acc  87.7526
Round 12 Fscore 

[]
Round 13 global test acc  64.0000
Round 13 Fscore 

[]
Round 14 global test acc  85.9381
Round 14 Fscore 

[]
Round 15 global test acc  90.0000
Round 15 Fscore 

[]
Round 16 global test acc  90.3711
Round 16 Fscore 

[]
Round 17 global test acc  90.4639
Round 17 Fscore 

[]
Round 18 global test acc  88.9381
Round 18 Fscore 

[]
Round 19 global test acc  91.5258
Round 19 Fscore 

[]
Round 20 global test acc  89.6186
Round 20 Fscore 

[]
Round 21 global test acc  84.8144
Round 21 Fscore 

[]
Round 22 global test acc  91.7526
Round 22 Fscore 

[]
Round 23 global test acc  92.1134
Round 23 Fscore 

[]
Round 24 global test acc  91.9072
Round 24 Fscore 

[]
Round 25 global test acc  92.2268
Round 25 Fscore 

[]
Round 26 global test acc  90.5052
Round 26 Fscore 

[]
Round 27 global test acc  90.2990
Round 27 Fscore 

[]
Round 28 global test acc  91.2474
Round 28 Fscore 

[]
Round 29 global test acc  92.4536
Round 29 Fscore 

[]
Round 30 global test acc  92.0309
Round 30 Fscore 

[]
Round 31 global test acc  89.0206
Round 31 Fscore 

[]
Round 32 global test acc  91.1340
Round 32 Fscore 

[]
Round 33 global test acc  87.1443
Round 33 Fscore 

[]
Round 34 global test acc  90.4845
Round 34 Fscore 

[]
Round 35 global test acc  88.9691
Round 35 Fscore 

[]
Round 36 global test acc  90.9691
Round 36 Fscore 

[]
Round 37 global test acc  90.7629
Round 37 Fscore 

[]
Round 38 global test acc  85.2371
Round 38 Fscore 

[]
Round 39 global test acc  91.5567
Round 39 Fscore 

[]
Round 40 global test acc  91.3918
Round 40 Fscore 

[]
Round 41 global test acc  91.4536
Round 41 Fscore 

[]
Round 42 global test acc  91.1649
Round 42 Fscore 

[]
Round 43 global test acc  92.4536
Round 43 Fscore 

[]
Round 44 global test acc  82.6495
Round 44 Fscore 

[]
Round 45 global test acc  90.5258
Round 45 Fscore 

[]
Round 46 global test acc  88.5670
Round 46 Fscore 

[]
Round 47 global test acc  77.6289
Round 47 Fscore 

[]
Round 48 global test acc  91.0206
Round 48 Fscore 

[]
Round 49 global test acc  91.1340
Round 49 Fscore 

[]
Round 50 global test acc  89.1959
Round 50 Fscore 

[]
Round 51 global test acc  90.8144
Round 51 Fscore 

[]
Round 52 global test acc  89.3299
Round 52 Fscore 

[]
Round 53 global test acc  90.2062
Round 53 Fscore 

[]
Round 54 global test acc  89.5876
Round 54 Fscore 

[]
Round 55 global test acc  91.1959
Round 55 Fscore 

[]
Round 56 global test acc  91.7423
Round 56 Fscore 

[]
Round 57 global test acc  92.2887
Round 57 Fscore 

[]
Round 58 global test acc  91.7629
Round 58 Fscore 

[]
Round 59 global test acc  90.8454
Round 59 Fscore 

[]
Round 60 global test acc  90.9485
Round 60 Fscore 

[]
Round 61 global test acc  91.6082
Round 61 Fscore 

[]
Round 62 global test acc  92.2062
Round 62 Fscore 

[]
Round 63 global test acc  90.7629
Round 63 Fscore 

[]
Round 64 global test acc  91.5773
Round 64 Fscore 

[]
Round 65 global test acc  91.2887
Round 65 Fscore 

[]
Round 66 global test acc  91.3608
Round 66 Fscore 

[]
Round 67 global test acc  91.4124
Round 67 Fscore 

[]
Round 68 global test acc  90.9485
Round 68 Fscore 

[]
Round 69 global test acc  90.3608
Round 69 Fscore 

[]
Round 70 global test acc  91.8041
Round 70 Fscore 

[]
Round 71 global test acc  91.4227
Round 71 Fscore 

[]
Round 72 global test acc  91.5155
Round 72 Fscore 

[]
Round 73 global test acc  92.2474
Round 73 Fscore 

[]
Round 74 global test acc  91.9175
Round 74 Fscore 

[]
Round 75 global test acc  92.0928
Round 75 Fscore 

[]
Round 76 global test acc  90.6907
Round 76 Fscore 

[]
Round 77 global test acc  91.8763
Round 77 Fscore 

[]
Round 78 global test acc  91.9897
Round 78 Fscore 

[]
Round 79 global test acc  90.6082
Round 79 Fscore 

[]
Round 80 global test acc  90.9794
Round 80 Fscore 

[]
Round 81 global test acc  89.4433
Round 81 Fscore 

[]
Round 82 global test acc  90.7320
Round 82 Fscore 

[]
Round 83 global test acc  91.3608
Round 83 Fscore 

[]
Round 84 global test acc  91.4845
Round 84 Fscore 

[]
Round 85 global test acc  91.2268
Round 85 Fscore 

[]
Round 86 global test acc  92.0309
Round 86 Fscore 

[]
Round 87 global test acc  91.2577
Round 87 Fscore 

[]
Round 88 global test acc  91.4433
Round 88 Fscore 

[]
Round 89 global test acc  91.0206
Round 89 Fscore 

[]
Round 90 global test acc  92.1031
Round 90 Fscore 

[]
Round 91 global test acc  91.9588
Round 91 Fscore 

[]
Round 92 global test acc  90.1340
Round 92 Fscore 

[]
Round 93 global test acc  91.9794
Round 93 Fscore 

[]
Round 94 global test acc  90.8763
Round 94 Fscore 

[]
Round 95 global test acc  91.6907
Round 95 Fscore 

[]
Round 96 global test acc  89.8660
Round 96 Fscore 

[]
Round 97 global test acc  88.6907
Round 97 Fscore 

[]
Round 98 global test acc  90.6804
Round 98 Fscore 

[]
Round 99 global test acc  90.0825
Round 99 Fscore 

[]
Round 100 global test acc  91.8247
Round 100 Fscore 

[]
Round 101 global test acc  90.1031
Round 101 Fscore 

[]
Round 102 global test acc  91.0412
Round 102 Fscore 

[]
Round 103 global test acc  92.3402
Round 103 Fscore 

[]
Round 104 global test acc  91.4124
Round 104 Fscore 

[]
Round 105 global test acc  92.3093
Round 105 Fscore 

[]
Round 106 global test acc  91.7938
Round 106 Fscore 

[]
Round 107 global test acc  91.0825
Round 107 Fscore 

[]
Round 108 global test acc  91.4124
Round 108 Fscore 

[]
Round 109 global test acc  91.1649
Round 109 Fscore 

[]
Round 110 global test acc  91.1546
Round 110 Fscore 

[]
Round 111 global test acc  89.2887
Round 111 Fscore 

[]
Round 112 global test acc  91.3814
Round 112 Fscore 

[]
Round 113 global test acc  90.2268
Round 113 Fscore 

[]
Round 114 global test acc  90.4742
Round 114 Fscore 

[]
Round 115 global test acc  90.7113
Round 115 Fscore 

[]
Round 116 global test acc  87.5876
Round 116 Fscore 

[]
Round 117 global test acc  89.8866
Round 117 Fscore 

[]
Round 118 global test acc  90.6082
Round 118 Fscore 

[]
Round 119 global test acc  91.2784
Round 119 Fscore 

[]
Round 120 global test acc  88.3093
Round 120 Fscore 

[]
Round 121 global test acc  89.4536
Round 121 Fscore 

[]
Round 122 global test acc  89.2784
Round 122 Fscore 

[]
Round 123 global test acc  88.9175
Round 123 Fscore 

[]
Round 124 global test acc  88.2990
Round 124 Fscore 

[]
Round 125 global test acc  90.2680
Round 125 Fscore 

[]
Round 126 global test acc  90.1443
Round 126 Fscore 

[]
Round 127 global test acc  90.6392
Round 127 Fscore 

[]
Round 128 global test acc  88.8866
Round 128 Fscore 

[]
Round 129 global test acc  89.3402
Round 129 Fscore 

[]
Round 130 global test acc  90.0722
Round 130 Fscore 

[]
Round 131 global test acc  90.4845
Round 131 Fscore 

[]
Round 132 global test acc  87.1856
Round 132 Fscore 

[]
Round 133 global test acc  88.3918
Round 133 Fscore 

[]
Round 134 global test acc  88.7526
Round 134 Fscore 

[]
Round 135 global test acc  89.2680
Round 135 Fscore 

[]
Round 136 global test acc  90.5258
Round 136 Fscore 

[]
Round 137 global test acc  90.3918
Round 137 Fscore 

[]
Round 138 global test acc  90.8763
Round 138 Fscore 

[]
Round 139 global test acc  88.5876
Round 139 Fscore 

[]
Round 140 global test acc  91.0928
Round 140 Fscore 

[]
Round 141 global test acc  89.5876
Round 141 Fscore 

[]
Round 142 global test acc  90.1546
Round 142 Fscore 

[]
Round 143 global test acc  91.5361
Round 143 Fscore 

[]
Round 144 global test acc  91.1134
Round 144 Fscore 

[]
Round 145 global test acc  92.0000
Round 145 Fscore 

[]
Round 146 global test acc  91.4124
Round 146 Fscore 

[]
Round 147 global test acc  91.8351
Round 147 Fscore 

[]
Round 148 global test acc  91.5155
Round 148 Fscore 

[]
Round 149 global test acc  88.1856
Round 149 Fscore 

[]
Round 150 global test acc  88.1546
Round 150 Fscore 

[]
Round 151 global test acc  91.3402
Round 151 Fscore 

[]
Round 152 global test acc  90.4948
Round 152 Fscore 

[]
Round 153 global test acc  88.4227
Round 153 Fscore 

[]
Round 154 global test acc  89.8866
Round 154 Fscore 

[]
Round 155 global test acc  90.4845
Round 155 Fscore 

[]
Round 156 global test acc  90.2062
Round 156 Fscore 

[]
Round 157 global test acc  90.5258
Round 157 Fscore 

[]
Round 158 global test acc  89.7010
Round 158 Fscore 

[]
Round 159 global test acc  89.4845
Round 159 Fscore 

[]
Round 160 global test acc  88.1237
Round 160 Fscore 

[]
Round 161 global test acc  90.0722
Round 161 Fscore 

[]
Round 162 global test acc  89.7010
Round 162 Fscore 

[]
Round 163 global test acc  89.6289
Round 163 Fscore 

[]
Round 164 global test acc  89.9897
Round 164 Fscore 

[]
Round 165 global test acc  90.0825
Round 165 Fscore 

[]
Round 166 global test acc  90.4639
Round 166 Fscore 

[]
Round 167 global test acc  90.5876
Round 167 Fscore 

[]
Round 168 global test acc  90.9794
Round 168 Fscore 

[]
Round 169 global test acc  90.8866
Round 169 Fscore 

[]
Round 170 global test acc  90.8763
Round 170 Fscore 

[]
Round 171 global test acc  90.0515
Round 171 Fscore 

[]
Round 172 global test acc  88.7526
Round 172 Fscore 

[]
Round 173 global test acc  89.0206
Round 173 Fscore 

[]
Round 174 global test acc  90.4021
Round 174 Fscore 

[]
Round 175 global test acc  89.4639
Round 175 Fscore 

[]
Round 176 global test acc  89.2062
Round 176 Fscore 

[]
Round 177 global test acc  90.6392
Round 177 Fscore 

[]
Round 178 global test acc  90.9897
Round 178 Fscore 

[]
Round 179 global test acc  88.8969
Round 179 Fscore 

[]
Round 180 global test acc  88.0000
Round 180 Fscore 

[]
Round 181 global test acc  88.6495
Round 181 Fscore 

[]
Round 182 global test acc  57.1443
Round 182 Fscore 

[]
Round 183 global test acc  77.5567
Round 183 Fscore 

[]
Round 184 global test acc  87.3608
Round 184 Fscore 

[]
Round 185 global test acc  89.1443
Round 185 Fscore 

[]
Round 186 global test acc  81.6701
Round 186 Fscore 

[]
Round 187 global test acc  88.3093
Round 187 Fscore 

[]
Round 188 global test acc  89.6392
Round 188 Fscore 

[]
Round 189 global test acc  88.3093
Round 189 Fscore 

[]
Round 190 global test acc  89.5258
Round 190 Fscore 

[]
Round 191 global test acc  89.6701
Round 191 Fscore 

[]
Round 192 global test acc  91.0103
Round 192 Fscore 

[]
Round 193 global test acc  90.3608
Round 193 Fscore 

[]
Round 194 global test acc  89.4021
Round 194 Fscore 

[]
Round 195 global test acc  90.2887
Round 195 Fscore 

[]
Round 196 global test acc  91.5670
Round 196 Fscore 

[]
Round 197 global test acc  84.8969
Round 197 Fscore 

[]
Round 198 global test acc  90.6804
Round 198 Fscore 

[]
Round 199 global test acc  90.5979
Round 199 Fscore 

[0.859375, 0.6259542107582092, 0.9221556782722473, 0.9300225973129272, 0.8235293626785278, 0.9428570866584778, 0.8065573573112488, 0.9560632705688477, 0.9473683834075928, 0.9385474324226379, 0.914893627166748, 0.943396270275116, 0.9514563083648682, 0.9300699830055237, 0.924369752407074, 0.9532710313796997, 0.9485714435577393, 0.8645833134651184, 0.8987854719161987, 0.9377162456512451, 0.8877551555633545, 0.8199999332427979, 0.8918032646179199, 0.9122807383537292, 0.9560585618019104, 0.8560000061988831, 0.8777778148651123, 0.9170731902122498, 0.9526916742324829, 0.7871485948562622, 0.9039812684059143, 0.9245741963386536, 0.9512195587158203, 0.9508841037750244, 0.921787679195404, 0.8861538767814636, 0.7354260087013245, 0.7983871102333069, 0.9272726774215698, 0.850152850151062, 0.9346534609794617, 0.8333333730697632, 0.875, 0.9605734944343567, 0.8888888359069824, 0.9449838399887085, 0.9248120188713074, 0.9220778942108154, 0.9178743958473206, 0.959276020526886, 0.8535032272338867, 0.9584664106369019, 0.810606062412262, 0.9692832827568054, 0.8793103694915771, 0.9535864591598511, 0.914841890335083, 0.9424657225608826, 0.9099525809288025, 0.9130434989929199, 0.7655501961708069, 0.8994307518005371, 0.9241982102394104, 0.7782805562019348, 0.7843137383460999, 0.7455621957778931, 0.841791033744812, 0.9555555582046509, 0.736842155456543, 0.865671694278717, 0.7196652293205261, 0.8580442070960999, 0.9418778419494629, 0.6722689270973206, 0.9475655555725098, 0.8952381014823914, 0.9097889065742493, 0.9645669460296631, 0.9234694242477417, 0.8440860509872437, 0.929729700088501, 0.8421052694320679, 0.8201438784599304, 0.9340100884437561, 0.9352014064788818, 0.9420655369758606, 0.8762542009353638, 0.7307692766189575, 0.953895092010498, 0.908704936504364, 0.9355742335319519, 0.9344262480735779, 0.8944544196128845, 0.8432432413101196, 0.9312714338302612, 0.7177034020423889, 0.7905138731002808, 0.8633540272712708, 0.9233449697494507, 0.9492118954658508]
time : 757.1159205436707
