('algorithm', 'LocalCORES')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 143 global test acc  30.4700
Round 144 global test acc  26.8100
Round 145 global test acc  30.6500
Round 146 global test acc  31.0700
Round 147 global test acc  14.2200
Round 148 global test acc  62.4500
Round 149 global test acc  35.4900
Round 150 global test acc  31.8900
Round 151 global test acc  30.0400
Round 152 global test acc  19.3500
Round 153 global test acc  30.5300
Round 154 global test acc  11.3700
Round 155 global test acc  40.5800
Round 156 global test acc  29.7800
Round 157 global test acc  32.7100
Round 158 global test acc  25.3500
Round 159 global test acc  39.9500
Round 160 global test acc  45.7100
Round 161 global test acc  29.5900
Round 162 global test acc  23.1700
Round 163 global test acc  47.9300
Round 164 global test acc  20.3700
Round 165 global test acc  22.0500
Round 166 global test acc  39.8900
Round 167 global test acc  31.9000
Round 168 global test acc  18.8800
Round 169 global test acc  35.0200
Round 170 global test acc  27.7400
Round 171 global test acc  21.2400
Round 172 global test acc  29.2800
Round 173 global test acc  57.4600
Round 174 global test acc  37.5800
Round 175 global test acc  55.7100
Round 176 global test acc  44.3200
Round 177 global test acc  30.3600
Round 178 global test acc  18.2600
Round 179 global test acc  25.7400
Round 180 global test acc  42.0200
Round 181 global test acc  32.2900
Round 182 global test acc  56.0000
Round 183 global test acc  46.8500
Round 184 global test acc  53.3100
Round 185 global test acc  47.6200
Round 186 global test acc  31.2500
Round 187 global test acc  38.8100
Round 188 global test acc  33.0800
Round 189 global test acc  65.8800
Round 190 global test acc  55.3400
Round 191 global test acc  30.5100
Round 192 global test acc  24.0200
Round 193 global test acc  42.7000
Round 194 global test acc  36.6800
Round 195 global test acc  29.3600
Round 196 global test acc  29.2400
Round 197 global test acc  43.6500
Round 198 global test acc  36.9900
Round 199 global test acc  63.9300
time : 6674.694563627243
('algorithm', 'LocalCORES')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2.0)
('mu', 0.01)
('device', device(type='cuda', index=1))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7560
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8836
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5859
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5282
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8376
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5354
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7468
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4941
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5693
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.4698
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.7910
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5223
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5229
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5098
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5687
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.4687
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5382
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7437
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8122
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5450
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7477
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8850
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7213
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6038
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4389
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8302
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8270
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.4742
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5407
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8395
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7004
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6164
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.5022
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5014
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.6947
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7844
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8818
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7907
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6518
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7873
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4785
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7151
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7760
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4627
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6729
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5331
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.5643
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5399
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5671
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4913
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7598
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4834
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.6959
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5084
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6698
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5928
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6271
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.7048
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.4621
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.5422
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8401
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6476
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5178
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8043
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8548
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8341
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7561
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5049
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8659
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.6973
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8671
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7149
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4590
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.8942
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5356
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7688
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.5550
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5161
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5427
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7432
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.6231
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.7030
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8990
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5333
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4892
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6347
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.7667
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8649
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5187
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6343
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5640
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5223
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5620
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.8160
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.4641
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8136
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8161
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7565
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.6003
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5380
Round 0 global test acc  42.3600
Round 1 global test acc  58.4500
Round 2 global test acc  65.8000
Round 3 global test acc  72.5600
Round 4 global test acc  76.2800
Round 5 global test acc  76.9600
Round 6 global test acc  74.5600
Round 7 global test acc  80.7300
Round 8 global test acc  85.4700
Round 9 global test acc  83.0000
Round 10 global test acc  82.1400
Round 11 global test acc  42.7300
Round 12 global test acc  25.4400
Round 13 global test acc  12.3900
Round 14 global test acc  14.2900
Round 15 global test acc  13.0800
Round 16 global test acc  31.5200
Round 17 global test acc  21.3200
Round 18 global test acc  11.3500
Round 19 global test acc  15.6100
Round 20 global test acc  12.8700
Round 21 global test acc  43.0600
Round 22 global test acc  43.3800
Round 23 global test acc  13.7500
Round 24 global test acc  15.8100
Round 25 global test acc  18.4100
Round 26 global test acc  34.2300
Round 27 global test acc  11.3500
Round 28 global test acc  20.1000
Round 29 global test acc  17.8200
Round 30 global test acc  22.1400
Round 31 global test acc  28.7900
Round 32 global test acc  21.7800
Round 33 global test acc  16.2800
Round 34 global test acc  11.4100
Round 35 global test acc  28.8200
Round 36 global test acc  19.1800
Round 37 global test acc  31.8900
Round 38 global test acc  19.4600
Round 39 global test acc  18.0300
Round 40 global test acc  25.5700
Round 41 global test acc  28.1100
Round 42 global test acc  30.8900
Round 43 global test acc  45.0900
Round 44 global test acc  51.9100
Round 45 global test acc  37.9900
Round 46 global test acc  37.7400
Round 47 global test acc  42.7800
Round 48 global test acc  28.0000
Round 49 global test acc  36.9200
Round 50 global test acc  20.9300
Round 51 global test acc  19.1300
Round 52 global test acc  27.9700
Round 53 global test acc  28.1600
Round 54 global test acc  53.8700
Round 55 global test acc  51.3700
Round 56 global test acc  45.9400
Round 57 global test acc  41.4100
Round 58 global test acc  30.4800
Round 59 global test acc  19.3100
Round 60 global test acc  27.8800
Round 61 global test acc  19.4500
Round 62 global test acc  13.9200
Round 63 global test acc  29.4200
Round 64 global test acc  38.0300
Round 65 global test acc  16.2400
Round 66 global test acc  28.3100
Round 67 global test acc  18.1700
Round 68 global test acc  17.9600
Round 69 global test acc  40.0700
Round 70 global test acc  21.0700
Round 71 global test acc  24.7700
Round 72 global test acc  28.8300
Round 73 global test acc  32.6700
Round 74 global test acc  43.0700
Round 75 global test acc  24.3000
Round 76 global test acc  25.6300
Round 77 global test acc  29.4700
Round 78 global test acc  19.5600
Round 79 global test acc  34.0700
Round 80 global test acc  21.4400
Round 81 global test acc  25.8500
Round 82 global test acc  41.8900
Round 83 global test acc  33.0000
Round 84 global test acc  36.0100
Round 85 global test acc  22.3400
Round 86 global test acc  34.3400
Round 87 global test acc  27.0900
Round 88 global test acc  28.2400
Round 89 global test acc  14.6600
Round 90 global test acc  35.1800
Round 91 global test acc  13.9900
Round 92 global test acc  38.6800
Round 93 global test acc  37.3900
Round 94 global test acc  27.0200
Round 95 global test acc  16.7700
Round 96 global test acc  22.3200
Round 97 global test acc  48.0400
Round 98 global test acc  41.1200
Round 99 global test acc  28.2700
Round 100 global test acc  28.1300
Round 101 global test acc  40.7600
Round 102 global test acc  39.1700
Round 103 global test acc  39.4200
Round 104 global test acc  21.0900
Round 105 global test acc  41.8400
Round 106 global test acc  35.7400
Round 107 global test acc  21.3200
Round 108 global test acc  38.3800
Round 109 global test acc  41.8100
Round 110 global test acc  37.2500
Round 111 global test acc  39.9100
Round 112 global test acc  35.2500
Round 113 global test acc  40.4000
Round 114 global test acc  25.0200
Round 115 global test acc  42.9800
Round 116 global test acc  22.9700
Round 117 global test acc  15.3800
Round 118 global test acc  40.5000
Round 119 global test acc  35.7900
Round 120 global test acc  52.5400
Round 121 global test acc  43.7000
Round 122 global test acc  31.2700
Round 123 global test acc  51.9400
Round 124 global test acc  64.4500
Round 125 global test acc  50.1600
Round 126 global test acc  42.5200
Round 127 global test acc  43.6900
Round 128 global test acc  11.4200
Round 129 global test acc  52.5200
Round 130 global test acc  49.2400
Round 131 global test acc  35.1100
Round 132 global test acc  22.6700
Round 133 global test acc  26.9300
Round 134 global test acc  22.3700
Round 135 global test acc  27.7200
Round 136 global test acc  53.2900
Round 137 global test acc  27.6000
Round 138 global test acc  28.7100
Round 139 global test acc  29.3100
Round 140 global test acc  54.8000
Round 141 global test acc  20.5300
Round 142 global test acc  32.9000
Round 143 global test acc  31.8100
Round 144 global test acc  27.5900
Round 145 global test acc  30.4300
Round 146 global test acc  34.7400
Round 147 global test acc  18.3000
Round 148 global test acc  65.8100
Round 149 global test acc  35.7200
Round 150 global test acc  29.6000
Round 151 global test acc  30.3000
Round 152 global test acc  18.4800
Round 153 global test acc  30.4200
Round 154 global test acc  14.5500
Round 155 global test acc  40.4800
Round 156 global test acc  34.4300
Round 157 global test acc  35.4500
Round 158 global test acc  26.3100
Round 159 global test acc  37.1800
Round 160 global test acc  54.1400
Round 161 global test acc  33.2500
Round 162 global test acc  26.2000
Round 163 global test acc  45.9800
Round 164 global test acc  23.4600
Round 165 global test acc  26.4900
Round 166 global test acc  40.7000
Round 167 global test acc  32.5600
Round 168 global test acc  33.3700
Round 169 global test acc  39.1700
Round 170 global test acc  28.4300
Round 171 global test acc  21.2000
Round 172 global test acc  33.6700
Round 173 global test acc  59.4800
Round 174 global test acc  33.3200
Round 175 global test acc  56.6400
Round 176 global test acc  39.5300
Round 177 global test acc  27.9100
Round 178 global test acc  19.2600
Round 179 global test acc  25.7000
Round 180 global test acc  45.1600
Round 181 global test acc  32.4700
Round 182 global test acc  50.5100
Round 183 global test acc  39.2400
Round 184 global test acc  34.1400
Round 185 global test acc  39.5100
Round 186 global test acc  29.2000
Round 187 global test acc  27.8100
Round 188 global test acc  26.8300
Round 189 global test acc  63.3800
Round 190 global test acc  39.5400
Round 191 global test acc  30.0300
Round 192 global test acc  28.1400
Round 193 global test acc  42.7900
Round 194 global test acc  37.3500
Round 195 global test acc  28.3700
Round 196 global test acc  29.7400
Round 197 global test acc  38.2400
Round 198 global test acc  36.4100
Round 199 global test acc  58.7500
time : 6519.549834728241
