('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 182 global test acc  96.1600 

Rounds 183 filter noisy data:
Round 183 train loss  -32.3032
Round 183 global test acc  96.1500 

Rounds 184 filter noisy data:
Round 184 train loss  -32.2439
Round 184 global test acc  96.2600 

Rounds 185 filter noisy data:
Round 185 train loss  -32.4270
Round 185 global test acc  96.1400 

Rounds 186 filter noisy data:
Round 186 train loss  -32.1121
Round 186 global test acc  96.2500 

Rounds 187 filter noisy data:
Round 187 train loss  -32.2059
Round 187 global test acc  96.2000 

Rounds 188 filter noisy data:
Round 188 train loss  -32.2128
Round 188 global test acc  96.1500 

Rounds 189 filter noisy data:
Round 189 train loss  -32.3256
Round 189 global test acc  96.1000 

Rounds 190 filter noisy data:
Round 190 train loss  -32.2248
Round 190 global test acc  96.1500 

Rounds 191 filter noisy data:
Round 191 train loss  -32.2017
Round 191 global test acc  96.1600 

Rounds 192 filter noisy data:
Round 192 train loss  -32.3398
Round 192 global test acc  96.1100 

Rounds 193 filter noisy data:
Round 193 train loss  -32.3687
Round 193 global test acc  96.0800 

Rounds 194 filter noisy data:
Round 194 train loss  -32.4486
Round 194 global test acc  96.1100 

Rounds 195 filter noisy data:
Round 195 train loss  -32.3780
Round 195 global test acc  96.1700 

Rounds 196 filter noisy data:
Round 196 train loss  -32.3133
Round 196 global test acc  96.2200 

Rounds 197 filter noisy data:
Round 197 train loss  -32.4182
Round 197 global test acc  96.2200 

Rounds 198 filter noisy data:
Round 198 train loss  -32.4120
Round 198 global test acc  96.1100 

Rounds 199 filter noisy data:
Round 199 train loss  -32.1077
Round 199 global test acc  96.3400 

Round 199 Fscore 

[0.9673202633857727, 0.9436619877815247, 0.9775050282478333, 0.9672130942344666, 0.936170220375061, 0.9818181991577148, 0.9647887349128723, 0.9645161032676697, 0.9756097793579102, 0.9845626354217529, 0.9576271176338196, 0.9798902869224548, 0.9695885181427002, 0.9864603281021118, 0.9763779640197754, 0.9716193675994873, 0.9726561903953552, 0.9513888955116272, 0.9741379022598267, 0.967391312122345, 0.9608938694000244, 0.940397322177887, 0.9584488272666931, 0.960167646408081, 0.9742034077644348, 0.9523809552192688, 0.9427312612533569, 0.9693877100944519, 0.9757785201072693, 0.9261083602905273, 0.9688385128974915, 0.9698276519775391, 0.9822294116020203, 0.988034188747406, 0.9714285731315613, 0.9686411023139954, 0.9103448390960693, 0.9420849084854126, 0.9745762348175049, 0.9490196108818054, 0.9721767902374268, 0.9738562107086182, 0.937269389629364, 0.9853372573852539, 0.9525861740112305, 0.9732620120048523, 0.9894737005233765, 0.9904029965400696, 0.9701789021492004, 0.9789303541183472, 0.9735848903656006, 0.9806451201438904, 0.9797101020812988, 0.9808695912361145, 0.9605911374092102, 0.9778597950935364, 0.9699769020080566, 0.9629629850387573, 0.9753521084785461, 0.9759036302566528, 0.9237668514251709, 0.9626168012619019, 0.9727768301963806, 0.9635627269744873, 0.9268293380737305, 0.9561403393745422, 0.9446494579315186, 0.9863480925559998, 0.949999988079071, 0.971428632736206, 0.935960590839386, 0.9655172228813171, 0.977707028388977, 0.8947368264198303, 0.9776248335838318, 0.9492753148078918, 0.9680171012878418, 0.9815497994422913, 0.9630931615829468, 0.9377289414405823, 0.9847908616065979, 0.9534246325492859, 0.9277108311653137, 0.970588207244873, 0.9885433316230774, 0.9872340559959412, 0.9606987237930298, 0.9295774698257446, 0.9711374640464783, 0.9668049216270447, 0.9739777445793152, 0.9754385948181152, 0.9756097793579102, 0.9551020264625549, 0.9783393740653992, 0.9452735781669617, 0.9790794849395752, 0.9631901979446411, 0.9498069882392883, 0.9764065146446228]
time : 9771.876948356628
('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7467
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8850
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5900
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5967
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8500
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5417
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7600
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4783
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5183
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.5117
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.8050
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5383
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5250
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5683
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5783
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.5017
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5783
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7650
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8083
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5383
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7067
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8817
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7067
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6000
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4567
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8483
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8183
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.5100
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5200
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8383
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7083
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6167
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.4867
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5100
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.7133
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7650
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8800
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7883
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6083
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7917
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4883
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7467
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7850
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4267
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6117
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5283
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.6050
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5667
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5767
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4817
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7850
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4833
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7167
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5233
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6617
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5500
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6417
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6700
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5267
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.4400
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8250
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6383
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5383
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8017
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8717
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8167
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7833
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5100
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8400
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.7333
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8367
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7100
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4733
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.9100
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5083
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7767
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.6067
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5450
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5167
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7783
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5617
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.6950
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8700
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5417
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4900
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6083
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.8083
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8883
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5150
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6033
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5450
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5217
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5900
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7967
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.5300
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417

Rounds 0 early training:
Round 0 train loss  2.2707
Round 0 global test acc  35.5900 


Rounds 1 early training:
Round 1 train loss  2.2363
Round 1 global test acc  22.8200 


Rounds 2 early training:
Round 2 train loss  2.0431
Round 2 global test acc  11.4900 


Rounds 3 early training:
Round 3 train loss  1.6026
Round 3 global test acc  11.3500 


Rounds 4 early training:
Round 4 train loss  1.1480
Round 4 global test acc  11.5900 


Rounds 5 early training:
Round 5 train loss  0.8427
Round 5 global test acc  11.3500 


Rounds 6 early training:
Round 6 train loss  0.2085
Round 6 global test acc  11.3600 


Rounds 7 early training:
Round 7 train loss  -1.8991
Round 7 global test acc  16.5800 


Rounds 8 early training:
Round 8 train loss  -3.0629
Round 8 global test acc  26.1400 


Rounds 9 early training:
Round 9 train loss  -6.0358
Round 9 global test acc  61.6300 


Rounds 10 early training:
Round 10 train loss  -8.5443
Round 10 global test acc  75.6400 


Rounds 11 filter noisy data:
Round 11 train loss  -25.0777
Round 11 global test acc  83.8000 


Rounds 12 filter noisy data:
Round 12 train loss  -27.4145
Round 12 global test acc  82.0500 


Rounds 13 filter noisy data:
Round 13 train loss  -29.1020
Round 13 global test acc  83.8700 


Rounds 14 filter noisy data:
Round 14 train loss  -29.0573
Round 14 global test acc  83.7100 


Rounds 15 filter noisy data:
Round 15 train loss  -28.5349
Round 15 global test acc  84.5300 


Rounds 16 filter noisy data:
Round 16 train loss  -29.4694
Round 16 global test acc  85.7500 


Rounds 17 filter noisy data:
Round 17 train loss  -28.7939
Round 17 global test acc  86.5800 


Rounds 18 filter noisy data:
Round 18 train loss  -28.9134
Round 18 global test acc  87.7500 


Rounds 19 filter noisy data:
Round 19 train loss  -30.3012
Round 19 global test acc  87.2100 


Rounds 20 filter noisy data:
Round 20 train loss  -29.5888
Round 20 global test acc  87.7000 


Rounds 21 filter noisy data:
Round 21 train loss  -30.8681
Round 21 global test acc  89.9100 


Rounds 22 filter noisy data:
Round 22 train loss  -29.3299
Round 22 global test acc  89.1100 


Rounds 23 filter noisy data:
Round 23 train loss  -30.0979
Round 23 global test acc  89.7100 


Rounds 24 filter noisy data:
Round 24 train loss  -30.5649
Round 24 global test acc  91.0400 


Rounds 25 filter noisy data:
Round 25 train loss  -30.7933
Round 25 global test acc  90.3800 


Rounds 26 filter noisy data:
Round 26 train loss  -30.6110
Round 26 global test acc  91.1100 


Rounds 27 filter noisy data:
Round 27 train loss  -30.8337
Round 27 global test acc  91.7100 


Rounds 28 filter noisy data:
Round 28 train loss  -30.8282
Round 28 global test acc  90.2200 


Rounds 29 filter noisy data:
Round 29 train loss  -29.6930
Round 29 global test acc  89.3300 


Rounds 30 filter noisy data:
Round 30 train loss  -30.2455
Round 30 global test acc  89.1700 


Rounds 31 filter noisy data:
Round 31 train loss  -30.8508
Round 31 global test acc  91.2700 


Rounds 32 filter noisy data:
Round 32 train loss  -30.7155
Round 32 global test acc  91.2800 


Rounds 33 filter noisy data:
Round 33 train loss  -30.2958
Round 33 global test acc  89.9800 


Rounds 34 filter noisy data:
Round 34 train loss  -30.7407
Round 34 global test acc  90.1800 


Rounds 35 filter noisy data:
Round 35 train loss  -30.2380
Round 35 global test acc  90.5500 


Rounds 36 filter noisy data:
Round 36 train loss  -30.1838
Round 36 global test acc  91.9100 


Rounds 37 filter noisy data:
Round 37 train loss  -30.6054
Round 37 global test acc  92.1900 


Rounds 38 filter noisy data:
Round 38 train loss  -30.5665
Round 38 global test acc  91.7900 


Rounds 39 filter noisy data:
Round 39 train loss  -31.0835
Round 39 global test acc  92.4500 


Rounds 40 filter noisy data:
Round 40 train loss  -30.5096
Round 40 global test acc  92.2900 


Rounds 41 filter noisy data:
Round 41 train loss  -29.9205
Round 41 global test acc  91.2100 


Rounds 42 filter noisy data:
Round 42 train loss  -31.1472
Round 42 global test acc  94.0000 


Rounds 43 filter noisy data:
Round 43 train loss  -30.8767
Round 43 global test acc  93.4300 


Rounds 44 filter noisy data:
Round 44 train loss  -31.1329
Round 44 global test acc  93.7300 


Rounds 45 filter noisy data:
Round 45 train loss  -31.4514
Round 45 global test acc  93.0000 


Rounds 46 filter noisy data:
Round 46 train loss  -31.3099
Round 46 global test acc  93.6300 


Rounds 47 filter noisy data:
Round 47 train loss  -30.6151
Round 47 global test acc  93.4700 


Rounds 48 filter noisy data:
Round 48 train loss  -31.6318
Round 48 global test acc  94.2900 


Rounds 49 filter noisy data:
Round 49 train loss  -31.1702
Round 49 global test acc  94.0500 


Rounds 50 filter noisy data:
Round 50 train loss  -29.9596
Round 50 global test acc  93.0700 


Rounds 51 filter noisy data:
Round 51 train loss  -30.4516
Round 51 global test acc  90.1700 


Rounds 52 filter noisy data:
Round 52 train loss  -30.6093
Round 52 global test acc  93.9700 


Rounds 53 filter noisy data:
Round 53 train loss  -31.2064
Round 53 global test acc  94.4600 


Rounds 54 filter noisy data:
Round 54 train loss  -31.2455
Round 54 global test acc  94.3300 


Rounds 55 filter noisy data:
Round 55 train loss  -31.0513
Round 55 global test acc  94.0000 


Rounds 56 filter noisy data:
Round 56 train loss  -31.1476
Round 56 global test acc  93.9400 


Rounds 57 filter noisy data:
Round 57 train loss  -30.0893
Round 57 global test acc  91.8700 


Rounds 58 filter noisy data:
Round 58 train loss  -31.4227
Round 58 global test acc  94.6100 


Rounds 59 filter noisy data:
Round 59 train loss  -30.4314
Round 59 global test acc  93.0900 


Rounds 60 filter noisy data:
Round 60 train loss  -31.3644
Round 60 global test acc  94.4000 


Rounds 61 filter noisy data:
Round 61 train loss  -31.0108
Round 61 global test acc  93.9600 


Rounds 62 filter noisy data:
Round 62 train loss  -31.1231
Round 62 global test acc  94.0400 


Rounds 63 filter noisy data:
Round 63 train loss  -31.4749
Round 63 global test acc  94.7100 


Rounds 64 filter noisy data:
Round 64 train loss  -31.1523
Round 64 global test acc  94.2800 


Rounds 65 filter noisy data:
Round 65 train loss  -30.8100
Round 65 global test acc  94.1100 


Rounds 66 filter noisy data:
Round 66 train loss  -31.3044
Round 66 global test acc  94.6400 


Rounds 67 filter noisy data:
Round 67 train loss  -31.7200
Round 67 global test acc  94.6500 


Rounds 68 filter noisy data:
Round 68 train loss  -30.9679
Round 68 global test acc  94.6100 


Rounds 69 filter noisy data:
Round 69 train loss  -31.7663
Round 69 global test acc  94.4500 


Rounds 70 filter noisy data:
Round 70 train loss  -31.7803
Round 70 global test acc  94.9700 


Rounds 71 filter noisy data:
Round 71 train loss  -31.1017
Round 71 global test acc  93.9200 


Rounds 72 filter noisy data:
Round 72 train loss  -31.8756
Round 72 global test acc  94.9100 


Rounds 73 filter noisy data:
Round 73 train loss  -31.3410
Round 73 global test acc  94.9200 


Rounds 74 filter noisy data:
Round 74 train loss  -29.9307
Round 74 global test acc  92.7800 


Rounds 75 filter noisy data:
Round 75 train loss  -30.3067
Round 75 global test acc  94.3500 


Rounds 76 filter noisy data:
Round 76 train loss  -30.6470
Round 76 global test acc  93.5800 


Rounds 77 filter noisy data:
Round 77 train loss  -31.1060
Round 77 global test acc  94.6500 


Rounds 78 filter noisy data:
Round 78 train loss  -31.1833
Round 78 global test acc  94.5100 


Rounds 79 filter noisy data:
Round 79 train loss  -31.3390
Round 79 global test acc  93.6300 


Rounds 80 filter noisy data:
Round 80 train loss  -30.9027
Round 80 global test acc  94.3600 


Rounds 81 filter noisy data:
Round 81 train loss  -31.7766
Round 81 global test acc  95.1700 


Rounds 82 filter noisy data:
Round 82 train loss  -31.3944
Round 82 global test acc  94.7300 


Rounds 83 filter noisy data:
Round 83 train loss  -31.9939
Round 83 global test acc  94.8800 


Rounds 84 filter noisy data:
Round 84 train loss  -31.7232
Round 84 global test acc  95.0600 


Rounds 85 filter noisy data:
Round 85 train loss  -31.7397
Round 85 global test acc  95.0400 


Rounds 86 filter noisy data:
Round 86 train loss  -31.3842
Round 86 global test acc  94.3700 


Rounds 87 filter noisy data:
Round 87 train loss  -31.0715
Round 87 global test acc  94.7300 


Rounds 88 filter noisy data:
Round 88 train loss  -31.6045
Round 88 global test acc  95.3800 


Rounds 89 filter noisy data:
Round 89 train loss  -31.4455
Round 89 global test acc  95.5900 


Rounds 90 filter noisy data:
Round 90 train loss  -31.4534
Round 90 global test acc  95.3000 


Rounds 91 filter noisy data:
Round 91 train loss  -31.5423
Round 91 global test acc  95.2200 


Rounds 92 filter noisy data:
Round 92 train loss  -31.6045
Round 92 global test acc  94.9100 


Rounds 93 filter noisy data:
Round 93 train loss  -31.6155
Round 93 global test acc  95.5700 


Rounds 94 filter noisy data:
Round 94 train loss  -31.6707
Round 94 global test acc  95.5000 


Rounds 95 filter noisy data:
Round 95 train loss  -31.4556
Round 95 global test acc  94.4400 


Rounds 96 filter noisy data:
Round 96 train loss  -32.2527
Round 96 global test acc  95.8000 


Rounds 97 filter noisy data:
Round 97 train loss  -31.3860
Round 97 global test acc  95.9000 


Rounds 98 filter noisy data:
Round 98 train loss  -31.4425
Round 98 global test acc  95.0400 


Rounds 99 filter noisy data:
Round 99 train loss  -31.7434
Round 99 global test acc  95.6800 


Rounds 100 filter noisy data:
Round 100 train loss  -32.1400
Round 100 global test acc  96.0100 


Rounds 101 filter noisy data:
Round 101 train loss  -32.1552
Round 101 global test acc  96.2100 


Rounds 102 filter noisy data:
Round 102 train loss  -32.2681
Round 102 global test acc  96.2000 


Rounds 103 filter noisy data:
Round 103 train loss  -32.0421
Round 103 global test acc  96.1100 


Rounds 104 filter noisy data:
Round 104 train loss  -32.3020
Round 104 global test acc  96.1000 


Rounds 105 filter noisy data:
Round 105 train loss  -32.1681
Round 105 global test acc  96.1900 


Rounds 106 filter noisy data:
Round 106 train loss  -32.2634
Round 106 global test acc  96.1600 


Rounds 107 filter noisy data:
Round 107 train loss  -32.0827
Round 107 global test acc  96.1300 


Rounds 108 filter noisy data:
Round 108 train loss  -32.2691
Round 108 global test acc  96.1600 


Rounds 109 filter noisy data:
Round 109 train loss  -32.2315
Round 109 global test acc  96.1300 


Rounds 110 filter noisy data:
Round 110 train loss  -32.2989
Round 110 global test acc  96.1200 


Rounds 111 filter noisy data:
Round 111 train loss  -32.2068
Round 111 global test acc  96.1200 


Rounds 112 filter noisy data:
Round 112 train loss  -32.2703
Round 112 global test acc  96.1400 


Rounds 113 filter noisy data:
Round 113 train loss  -32.3681
Round 113 global test acc  96.1500 


Rounds 114 filter noisy data:
Round 114 train loss  -32.0629
Round 114 global test acc  96.0800 


Rounds 115 filter noisy data:
Round 115 train loss  -32.3527
Round 115 global test acc  96.0400 


Rounds 116 filter noisy data:
Round 116 train loss  -32.2856
Round 116 global test acc  96.0600 


Rounds 117 filter noisy data:
Round 117 train loss  -32.4540
Round 117 global test acc  96.0800 


Rounds 118 filter noisy data:
Round 118 train loss  -32.3606
Round 118 global test acc  96.0900 


Rounds 119 filter noisy data:
Round 119 train loss  -32.3987
Round 119 global test acc  96.1500 


Rounds 120 filter noisy data:
Round 120 train loss  -32.1305
Round 120 global test acc  96.1700 


Rounds 121 filter noisy data:
Round 121 train loss  -32.2255
Round 121 global test acc  96.1500 


Rounds 122 filter noisy data:
Round 122 train loss  -32.2023
Round 122 global test acc  96.1300 


Rounds 123 filter noisy data:
Round 123 train loss  -32.2307
Round 123 global test acc  96.1600 


Rounds 124 filter noisy data:
Round 124 train loss  -31.9627
Round 124 global test acc  96.1900 


Rounds 125 filter noisy data:
Round 125 train loss  -32.2825
Round 125 global test acc  96.0700 


Rounds 126 filter noisy data:
Round 126 train loss  -32.1026
Round 126 global test acc  96.1200 


Rounds 127 filter noisy data:
Round 127 train loss  -32.4099
Round 127 global test acc  96.1500 


Rounds 128 filter noisy data:
Round 128 train loss  -32.2495
Round 128 global test acc  96.1000 


Rounds 129 filter noisy data:
Round 129 train loss  -32.2886
Round 129 global test acc  96.1200 


Rounds 130 filter noisy data:
Round 130 train loss  -32.3079
Round 130 global test acc  96.0700 


Rounds 131 filter noisy data:
Round 131 train loss  -32.2502
Round 131 global test acc  96.1000 


Rounds 132 filter noisy data:
Round 132 train loss  -32.1983
Round 132 global test acc  96.0400 


Rounds 133 filter noisy data:
Round 133 train loss  -32.3235
Round 133 global test acc  96.0900 


Rounds 134 filter noisy data:
Round 134 train loss  -32.1523
Round 134 global test acc  96.1700 


Rounds 135 filter noisy data:
Round 135 train loss  -32.4798
Round 135 global test acc  96.2000 


Rounds 136 filter noisy data:
Round 136 train loss  -32.3379
Round 136 global test acc  96.2000 


Rounds 137 filter noisy data:
Round 137 train loss  -32.4606
Round 137 global test acc  96.1600 


Rounds 138 filter noisy data:
Round 138 train loss  -32.0728
Round 138 global test acc  96.1700 


Rounds 139 filter noisy data:
Round 139 train loss  -32.4078
Round 139 global test acc  96.1800 


Rounds 140 filter noisy data:
Round 140 train loss  -32.4158
Round 140 global test acc  96.1100 


Rounds 141 filter noisy data:
Round 141 train loss  -32.4426
Round 141 global test acc  96.0800 


Rounds 142 filter noisy data:
Round 142 train loss  -32.1915
Round 142 global test acc  96.2100 


Rounds 143 filter noisy data:
Round 143 train loss  -32.3980
Round 143 global test acc  96.2200 


Rounds 144 filter noisy data:
Round 144 train loss  -32.4223
Round 144 global test acc  96.2500 


Rounds 145 filter noisy data:
Round 145 train loss  -32.4921
Round 145 global test acc  96.2300 


Rounds 146 filter noisy data:
Round 146 train loss  -32.3336
Round 146 global test acc  96.2500 


Rounds 147 filter noisy data:
Round 147 train loss  -32.5455
Round 147 global test acc  96.3400 


Rounds 148 filter noisy data:
Round 148 train loss  -32.4005
Round 148 global test acc  96.3000 


Rounds 149 filter noisy data:
Round 149 train loss  -32.3674
Round 149 global test acc  96.1900 


Rounds 150 filter noisy data:
Round 150 train loss  -32.3883
Round 150 global test acc  96.2900 


Rounds 151 filter noisy data:
Round 151 train loss  -32.3962
Round 151 global test acc  96.3100 


Rounds 152 filter noisy data:
Round 152 train loss  -32.1869
Round 152 global test acc  96.2600 


Rounds 153 filter noisy data:
Round 153 train loss  -32.2345
Round 153 global test acc  96.3000 


Rounds 154 filter noisy data:
Round 154 train loss  -32.4458
Round 154 global test acc  96.2400 


Rounds 155 filter noisy data:
Round 155 train loss  -32.2942
Round 155 global test acc  96.2900 


Rounds 156 filter noisy data:
Round 156 train loss  -32.3796
Round 156 global test acc  96.2600 


Rounds 157 filter noisy data:
Round 157 train loss  -32.2756
Round 157 global test acc  96.4300 


Rounds 158 filter noisy data:
Round 158 train loss  -32.4885
Round 158 global test acc  96.4400 


Rounds 159 filter noisy data:
Round 159 train loss  -32.5291
Round 159 global test acc  96.3300 


Rounds 160 filter noisy data:
Round 160 train loss  -32.0461
Round 160 global test acc  96.3400 


Rounds 161 filter noisy data:
